# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 8 
# Magnetic field?      true
# Failing field?       false
# Point charge?        false
# Electric field?      true
# Magnetic strength  : 1.0E-7T 
# Electric strength  : 1.0E-7NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : 3
# Time-step          : 1.0E-4s 
# Number of Turns    : 100.0
# Number of particles: 100
# Spread in x        : 1.0E-8m 
# Spread in y        : 0.0m 
# Spread in z        : 0.0m 
# Intial average v   : 1000.0ms^-1 
# Intial v_sigma     : 10.0ms^-1 
# ----------------------------- 
x_spread 	 delta_KE 
1.0E-8	88.0406562711869
1.2589254117941673E-8	88.03238624870663
1.5848931924611136E-8	88.02459663325347
1.9952623149688796E-8	88.03832376738788
2.51188643150958E-8	88.03307799744235
3.16227766016838E-8	88.04071785530778
3.981071705534973E-8	88.0398235280931
5.0118723362727236E-8	88.02912700119418
6.309573444801934E-8	88.03484487165353
7.943282347242815E-8	88.03754182641141
1.0E-7	88.04219504752815
1.2589254117941675E-7	88.04125574712052
1.584893192461114E-7	88.02624777863211
1.9952623149688798E-7	88.01652874526063
2.511886431509581E-7	88.03508666299693
3.162277660168379E-7	88.02997506221081
3.9810717055349735E-7	88.02398283925967
5.011872336272725E-7	88.03432234490528
6.309573444801933E-7	88.03650587910019
7.943282347242817E-7	88.0232701860833
1.0E-6	88.03204285925112
1.2589254117941676E-6	88.03608812918583
1.5848931924611143E-6	88.03371902760843
1.995262314968881E-6	88.03343081370326
2.5118864315095823E-6	88.03372605768016
3.1622776601683796E-6	88.03417715842805
3.981071705534973E-6	88.03506011769733
5.011872336272725E-6	88.03025843711598
6.309573444801937E-6	88.03254219728683
7.943282347242822E-6	88.04684338502682
1.0E-5	88.03981414653471
1.2589254117941676E-5	88.03552393793689
1.584893192461114E-5	88.03400338490196
1.995262314968881E-5	88.03661079880884
2.5118864315095822E-5	88.03484082921769
3.1622776601683795E-5	88.02785294542527
3.9810717055349735E-5	88.04128406927977
5.011872336272725E-5	88.03493579090713
6.309573444801936E-5	88.0300779973492
7.943282347242822E-5	88.04173708100984
1.0E-4	88.02434979588809
1.2589254117941688E-4	88.03186986944196
1.5848931924611142E-4	88.03988416038167
1.995262314968879E-4	88.03542918176362
2.511886431509582E-4	88.03604884656691
3.1622776601683794E-4	88.02910239949341
3.9810717055349773E-4	88.03335795771133
5.011872336272725E-4	88.03746205726682
6.309573444801943E-4	88.03821075113353
7.943282347242821E-4	88.03485965559386
0.001	88.02511293292534
0.0012589254117941688	88.04109182081218
0.001584893192461114	88.04168594808921
0.0019952623149688833	88.03767072464228
0.002511886431509582	88.0433686764187
0.003162277660168379	88.03505988851519
0.003981071705534978	88.03180860970815
0.005011872336272725	88.04480341892588
0.006309573444801942	88.03401468797311
0.007943282347242822	88.0206248024795
0.01	88.02307219287432
0.012589254117941687	88.0325748380258
0.01584893192461114	88.0324956664368
0.01995262314968883	88.03529578143001
0.025118864315095822	88.02568820851306
0.0316227766016838	88.04848633307539
0.039810717055349776	88.02904776723469
0.05011872336272725	88.03231694720729
0.06309573444801943	88.03395893730563
0.07943282347242822	88.03340318448248
0.1	88.03025319324975
