# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 1 
# Magnetic field?      true
# Failing field?       false
# Point charge?        false
# Electric field?      true
# Magnetic strength  : 1.0E-7T 
# Electric strength  : 1.0E-7NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : Euler-Cromer
# Time-step          : 1.0E-5s 
# Number of Turns    : 100.0
# Number of particles: 1
# Spread in x        : 0.0m 
# Spread in y        : 0.0m 
# Spread in z        : 0.0m 
# Intial average v   : 1000.0ms^-1 
# Intial v_sigma     : 0.0ms^-1 
# ----------------------------- 
x 	 y 	 z 
-0.05228601382869217	0.005259941775565404	0.0
-0.10458851902267366	5.155776952806123E-4	0.0
-0.1568860305166625	0.0057819342782420066	0.0
-0.20918012223456284	0.001033464096642239	0.0
-0.261489138687276	0.006304241259641893	0.0
-0.31381475199882186	0.0015506717346659357	0.0
-0.3661352797312469	0.006827864608960111	0.0
-0.41845249318447325	0.0020701864188609875	0.0
-0.47078454886120724	0.0073523015153413775	0.0
-0.5231332948437597	0.0025895239280671004	0.0
-0.575476863023998	0.00787755836636341	0.0
-0.6278172227867695	0.003110669553087836	0.0
-0.6801723318930262	0.008404622774152774	0.0
-0.7325442474924704	0.003633130174123044	0.0
-0.7849108802957868	0.0089320117544182	0.0
101.23093761913259	105.13690049345891	0.0
-0.8372744110091743	0.004155909998057138	0.0
-0.8896525983516347	0.009460712226131394	0.0
-0.9420277216135122	0.004680993251963776	0.0
-0.994417446293074	0.009990727907892304	0.0
-1.0468041756248676	0.005205410280064488	0.0
-1.0992064661673067	4.157743820026698E-4	0.0
-1.1516038041688212	0.00573212908346574	0.0
-1.2040177049568666	9.378828023673853E-4	0.0
-1.2564266098457624	0.006258679438866746	0.0
-1.3088521302021772	0.0014598221711655743	0.0
-1.3612726053247235	0.006787036460770498	0.0
-1.413689784533761	0.0019840580958557143	0.0
-1.4661418019166323	0.007316213918502925	0.0
-1.5185905798236394	0.0025081323395892037	0.0
-1.5710342193959639	0.00784621216738805	0.0
210.19745244113562	6.387163191990452	0.0
-1.623474669861962	0.0030340069175867797	0.0
-1.6759498746371244	0.008377523265143638	0.0
-1.7284219227477	0.0035607062980848835	0.0
-1.780888754131836	0.008909657623497784	0.0
-1.8333525036404559	0.004088222549518791	0.0
-1.8858309484664517	0.009443101263487916	0.0
-1.9383263157593718	0.0046175437010433	0.0
-1.9908163603526403	0.009977371477418727	0.0
-2.0433233958366976	0.005147196896687089	0.0
-2.095826058333984	3.121979556307865E-4	0.0
-2.1483437757513424	0.005678162284790731	0.0
-2.2008581021726723	8.380553524380274E-4	0.0
-2.2533874513254384	0.006209461883576751	0.0
-2.3059134601366256	0.0013657133362780152	0.0
-2.358434479511245	0.0067430494188573924	0.0
114.05810481370285	-106.36585758184735	0.0
-2.41097218714679	0.001894192148322019	0.0
-2.4635248118651982	0.007276486429939987	0.0
-2.516074203878222	0.002423496268293957	0.0
-2.5686185124443868	0.007811721987605826	0.0
-2.6211995826871535	0.002954111925722173	0.0
-2.67377551350008	0.008347300291778256	0.0
-2.726348319618869	0.0034850649512657775	0.0
-2.778915947935685	0.008884186649117476	0.0
-2.8315004801351984	0.004017814005314301	0.0
-2.884099738575361	0.009422874068723011	0.0
-2.9366959837788675	0.00455139118405643	0.0
-2.989286956368777	0.009961414497181267	0.0
-3.041894941582467	0.005085791724572422	0.0
-3.0945175582518196	0.01050175530022685	0.0
-3.147137270483618	0.005621021604999121	0.0
-2.414024280962328	-12.98415666529176	0.0
-3.1997726092429026	7.359399036764146E-4	0.0
-3.2524030383292923	0.006158048239354067	0.0
-3.305030159722096	0.0012688203680177538	0.0
-3.357672290607447	0.00669541590792006	0.0
-3.4103311340584255	0.0018010772148007326	0.0
-3.4629849732054394	0.007234097917230061	0.0
-3.5156356131584885	0.0023356104638589427	0.0
-3.568301176631606	0.0077736057606406835	0.0
-3.62098354982346	0.002870007404266432	0.0
-3.673660823726894	0.008313945843308202	0.0
-3.7263350073033847	0.0034061961347612944	0.0
-3.7790439856272693	0.008855597713755733	0.0
-3.8317499080254884	0.003943218127982713	0.0
-3.8844506503929943	0.00939808132123465	0.0
-3.937148411717824	0.004481065458802771	0.0
-3.9898609055124763	0.009941873158678704	0.0
88.08221348264514	107.15358099756348	0.0
-4.042590425501796	0.0050207070852631	0.0
-4.095314658063283	0.010486500048716374	0.0
-4.148055985815476	0.00556069877066785	0.0
-4.200792993366113	6.305329251691128E-4	0.0
-4.25354511522735	0.006102482359730151	0.0
-4.306293941393845	0.0011667194146466851	0.0
-4.359057833745476	0.006644137750791975	0.0
-4.411818482090599	0.0017046958958859097	0.0
-4.464594149385757	0.007187584364910689	0.0
-4.517386597213027	0.002243026586759681	0.0
-4.57017404044732	0.007731866647669415	0.0
-4.622958363837784	0.002783144872084269	0.0
-4.675737643008713	0.008277455065745842	0.0
-4.728553785599584	0.0033240951246642694	0.0
-4.781364816068825	0.008823882475143052	0.0
211.8093604965964	19.686991316311012	0.0
-4.834172836769804	0.003865878678011166	0.0
-4.8869956839287845	0.009371619006818873	0.0
-4.939835529688689	0.004409452339400691	0.0
-4.9926701812867265	0.009920194032370377	0.0
-5.045501933615308	0.004952904289076767	0.0
-5.09834841585345	0.010469600891101171	0.0
-5.151212007526391	0.005498145670877466	0.0
-5.204071316054847	5.213591203528153E-4	0.0
-5.25692582049129	0.006043268483553965	0.0
