Time 	 KE 	 PE 	 E 	 L 
0.0	8.363109500000002E-30	8.363109500000003E-30	1.6726219000000003E-29	1.746164552294872E-30
0.10000000000007934	8.153674731736738E-30	8.21352270398874E-30	1.6367197435725478E-29	1.7149317721087185E-30
0.20000000000017934	8.1537495453442E-30	8.118447486779515E-30	1.6272197032123715E-29	1.6950806659989057E-30
0.29999999999889154	8.153824359638137E-30	8.053360445329522E-30	1.620718480496766E-29	1.6814909019770756E-30
0.399999999996216	8.168646698754341E-30	8.08266215723775E-30	1.625130885599209E-29	1.6876089147396374E-30
0.49999999999354044	8.168721649736382E-30	8.17749412209264E-30	1.6346215771829023E-29	1.7074092312910453E-30
0.599999999996416	8.16879660140604E-30	8.26487475438892E-30	1.643367135579496E-29	1.7256537565687394E-30
0.6557649999980195	8.392514885617769E-30	8.39300383383084E-30	1.678551871944861E-29	1.752406300779676E-30
0.6999999999992915	8.197970253281952E-30	8.286600866152948E-30	1.64845711194349E-29	1.7301900317689554E-30
0.8000000000021671	8.198045473320913E-30	8.216259808624659E-30	1.6414305281945572E-29	1.7155032623051774E-30
0.9000000000050427	8.198120694049845E-30	8.130445053970104E-30	1.632856574801995E-29	1.6975856824096056E-30
1.000000000007918	8.24180966228785E-30	8.123914678008249E-30	1.63657243402961E-29	1.6962221810686573E-30
1.0999999999996914	8.241885284572721E-30	8.189367309146775E-30	1.6431252593719495E-29	1.7098882779132012E-30
1.1999999999914648	8.241960907551342E-30	8.299434485639468E-30	1.654139539319081E-29	1.732869610629546E-30
1.2999999999832381	8.242036531224135E-30	8.36067894989672E-30	1.6602715481120857E-29	1.7456570687526644E-30
1.3115319999822894	8.479016028174883E-30	8.480694244433093E-30	1.6959710272607976E-29	1.770715505815176E-30
1.3999999999750115	8.299847696495077E-30	8.359933075380337E-30	1.6659780771875414E-29	1.7455013348547682E-30
1.4999999999667848	8.299923851304783E-30	8.278739010989028E-30	1.657866286229381E-29	1.7285485259627105E-30
