# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 1 
# Magnetic field?      true
# Failing field?       false
# Point charge?        false
# Electric field?      true
# Magnetic strength  : 1.0E-7T 
# Electric strength  : 1.0E-7NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : 4
# Time-step          : 1.0E-6s 
# Number of Turns    : 5.0
# Number of particles: 1
# Spread in x        : 0.0m 
# Spread in y        : 0.0m 
# Spread in z        : 0.0m 
# Intial average v   : 0.1ms^-1 
# Intial v_sigma     : 0.0ms^-1 
# ----------------------------- 
Time 	 KE 	 PE 	 E 	 L 
0.0	8.363109500000002E-30	8.363109500000003E-30	1.6726219000000003E-29	1.746164552294872E-30
0.001000000000002041	9.465306900488933E-30	8.8971639509678E-30	1.8362470851456732E-29	1.857671755599488E-30
0.001999999999996102	1.0635555335564349E-29	9.431192802581108E-30	2.0066748138145457E-29	1.9691736139202353E-30
0.0029999999999901633	1.1873671573354927E-29	9.965173010482204E-30	2.183884458383713E-29	2.080665315740466E-30
0.0039999999999842245	1.3179444662476506E-29	1.0499084321914896E-29	2.3678528984391402E-29	2.1921426324123373E-30
0.004999999999978286	1.4552635996839382E-29	1.1032909279637576E-29	2.558554527647696E-29	2.3036019189738308E-30
0.005999999999972347	1.5992979393002163E-29	1.1566633225290503E-29	2.7559612618292665E-29	2.4150401148518232E-30
0.05767315000000593	1.6720377479568302E-29	1.2141781077471521E-29	2.8862158557039823E-29	2.5351273613248035E-30
0.15767315000010593	1.6720381740963567E-29	1.4078237561631712E-29	3.079861930259528E-29	2.9394472700503895E-30
0.25767314999999297	1.672038600232006E-29	1.705602883178057E-29	3.377641483410063E-29	3.5611913187283436E-30
0.3576731499973174	1.6720390263683495E-29	1.9901535729986805E-29	3.66219259936703E-29	4.1553152243113385E-30
0.45767314999464187	1.672039452506824E-29	2.1493275338235865E-29	3.8213669863304104E-29	4.4876604220405135E-30
0.4880721899934773	1.6763523434299364E-29	2.1642235428034678E-29	3.840575886233404E-29	4.518762349919533E-30
0.48907218999295093	1.6812584424300315E-29	2.1674747954942095E-29	3.848733237924241E-29	4.525550760616686E-30
0.4900721899924246	1.6847209170254096E-29	2.1697716466167277E-29	3.8544925636421374E-29	4.530346440993752E-30
0.4910721899918982	1.6867344367015056E-29	2.1711138407249978E-29	3.857848277426503E-29	4.533148857695531E-30
0.49207218999137187	1.6872958574685734E-29	2.1715012175645134E-29	3.858797075033087E-29	4.533957676120714E-30
0.4930721899908455	1.6864042233661871E-29	2.170933712013176E-29	3.857337935379363E-29	4.5327727602984635E-30
0.49407218999031915	1.6840607669105835E-29	2.1694113540686676E-29	3.853472120979251E-29	4.52959417286205E-30
0.4950721899897928	1.6802689084779064E-29	2.1669342688877435E-29	3.84720317736565E-29	4.52442217513089E-30
0.49607218998926644	1.6750342545967747E-29	2.1635026768609722E-29	3.838536931457747E-29	4.517257227266598E-30
0.4970721899887401	1.6683645951903272E-29	2.1591168937402056E-29	3.827481488930533E-29	4.508099988539142E-30
