# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 1 
# Magnetic field?      true
# Failing field?       true
# Point charge?        false
# Electric field?      true
# Magnetic strength  : 1.0E-7T 
# Electric strength  : 1.0E-7NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : 3
# Time-step          : 1.0E-6s 
# Number of Turns    : 100.0
# Number of particles: 10
# Spread in x        : 1.0E-4m 
# Spread in y        : 1.0E-4m 
# Spread in z        : 1.0E-4m 
# ----------------------------- 
Spread in x 	 Spread in y 	 Spread in z 
2.5717348568996944E-4	2.520371476531034E-4	7.953375129461403E-5
6.099012262526238E-4	3.1540842629860025E-4	7.953375129461403E-5
8.646461388395893E-4	6.33390194698458E-5	7.953375129461403E-5
8.21709061310405E-4	2.2963688486037082E-4	7.953375129461403E-5
5.881714676512434E-4	3.3194546740942035E-4	7.953375129461403E-5
3.701414018574597E-4	1.997700514196031E-4	7.953375129461403E-5
3.2972707371900327E-4	6.5061811967437E-5	7.953375129461403E-5
3.4317231128894524E-4	2.2244555900028523E-5	7.953375129461403E-5
4.975880965134242E-4	1.6329392606959786E-4	7.953375129461403E-5
7.017920934793316E-4	1.1812437326049613E-4	7.953375129461403E-5
7.817409649429202E-4	7.63518390456009E-5	7.953375129461403E-5
6.82006111757609E-4	2.2755455538057273E-4	7.953375129461403E-5
5.009523817079706E-4	2.3295365184280645E-4	7.953375129461403E-5
3.9238391264846684E-4	8.79612659172883E-5	7.953375129461403E-5
3.8993440720785574E-4	6.889189983509558E-5	7.953375129461403E-5
4.359105634767803E-4	6.364348532968134E-5	7.953375129461403E-5
5.887320956048381E-4	1.1882386646358545E-4	7.953375129461403E-5
7.217799148241111E-4	2.556178858511421E-5	7.953375129461403E-5
7.224981279981557E-4	1.3165488009254933E-4	7.953375129461403E-5
6.003801088910864E-4	2.1535614705777556E-4	7.953375129461403E-5
4.616651476594888E-4	1.6361570516713192E-4	7.953375129461403E-5
4.207274162305631E-4	7.17055950569764E-5	7.953375129461403E-5
4.2199540578594097E-4	2.9223298084576216E-5	7.953375129461403E-5
5.061952145188815E-4	7.953994023566363E-5	7.953375129461403E-5
6.435977036023111E-4	7.32328501763628E-5	7.953375129461403E-5
7.173913448164926E-4	4.4982565271326326E-5	7.953375129461403E-5
