# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 1 
# Magnetic field?      true
# Failing field?       false
# Point charge?        false
# Electric field?      false
# Magnetic strength  : 1.0E-7T 
# Electric strength  : 1.0E-7NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : Runge-Kutta-Fehlbergy
# Time-step          : 1.0E-5s 
# Number of Turns    : 1.0
# Number of particles: 1
# Spread in x        : 0.0m 
# Spread in y        : 0.0m 
# Spread in z        : 0.0m 
# Intial average v   : 0.1ms^-1 
# Intial v_sigma     : 0.0ms^-1 
# ----------------------------- 
Time 	 KE 	 PE 	 E 	 L 
0.0	8.363109500000002E-30	8.363109500000003E-30	1.6726219000000003E-29	1.746164552294872E-30
1.0E-5	8.363109500004637E-30	8.363109491123282E-30	1.6726218991127917E-29	1.7461645504414684E-30
2.4823891329704112E-5	8.363109500014823E-30	8.36310947161689E-30	1.6726218971631713E-29	1.7461645463686568E-30
4.679866602900798E-5	8.363109500037203E-30	8.363109428752031E-30	1.6726218928789233E-29	1.7461645374187443E-30
7.93738298480914E-5	8.363109500086386E-30	8.363109334557492E-30	1.6726218834643878E-29	1.7461645177515182E-30
1.2766288606635187E-4	8.363109500194463E-30	8.363109127567266E-30	1.672621862776173E-29	1.7461644745332637E-30
1.9924601476431437E-4	8.36310950043196E-30	8.363108672711644E-30	1.6726218173143604E-29	1.7461643795622768E-30
3.0535992175159877E-4	8.363109500953857E-30	8.363107673180338E-30	1.6726217174134196E-29	1.7461641708664397E-30
4.626615465462548E-4	8.363109502100703E-30	8.363105476750794E-30	1.6726214978851497E-29	1.746163712265795E-30
6.958422018175054E-4	8.363109504620853E-30	8.363100650233682E-30	1.6726210154854536E-29	1.7461627045194428E-30
0.0010415015658288586	8.363109510158698E-30	8.36309004449385E-30	1.672619955465255E-29	1.7461604901078118E-30
0.0015538866059675793	8.36310952232741E-30	8.36306674066312E-30	1.672617626299053E-29	1.7461556244148358E-30
0.002313386395891324	8.3631095490651E-30	8.363015540890066E-30	1.6726125089955166E-29	1.746144934224926E-30
0.0034390840964143416	8.363109607807135E-30	8.362903078174613E-30	1.6726012685981748E-29	1.7461214527187733E-30
0.00510723203346635	8.36310973682702E-30	8.36265617350121E-30	1.6725765910328232E-29	1.7460699005791664E-30
0.007578213420110891	8.363110020038938E-30	8.362114710355674E-30	1.672522473039461E-29	1.7459568464871317E-30
0.011235151641734165	8.36311064096066E-30	8.360930142828725E-30	1.6724040783789387E-29	1.7457095162536393E-30
0.0166369090814766	8.36311199902201E-30	8.358352119888273E-30	1.6721464118910285E-29	1.7451712413125276E-30
0.02458409904589466	8.363114957404212E-30	8.352803037483927E-30	1.671591799488814E-29	1.744012627881455E-30
0.036183417065002166	8.363121378362006E-30	8.341124488379077E-30	1.6704245866741085E-29	1.7415742204363386E-30
0.052870001172630826	8.363135452959934E-30	8.317579501375351E-30	1.6680714954335285E-29	1.736658175550145E-30
0.0763315685227687	8.36316828838997E-30	8.273554333826554E-30	1.6636722622216524E-29	1.7274659980493542E-30
0.1083183309519212	8.363257230605422E-30	8.200773337708386E-30	1.6564030568313808E-29	1.7122697847865416E-30
0.1503826169771848	8.363537568573859E-30	8.102765241555595E-30	1.6466302810129455E-29	1.6918063120387664E-30
0.2035631660410312	8.364431307685386E-30	8.016711998286092E-30	1.6381143305971478E-29	1.673838937223548E-30
0.2679915630021093	8.366911085129398E-30	8.030083234670557E-30	1.6396994319799955E-29	1.6766307671039183E-30
0.34254016301209456	8.372402604378231E-30	8.244954044005631E-30	1.6617356648383864E-29	1.721494437797673E-30
0.42489890153341253	8.381873327941362E-30	8.64991086612033E-30	1.703178419406169E-29	1.8060468698789067E-30
0.512349447229055	8.395015572275993E-30	9.081726463025197E-30	1.747674203530119E-29	1.8962072448498822E-30
0.6026692626906364	8.41069508027697E-30	9.278538461573727E-30	1.7689233541850696E-29	1.9373003496731247E-30
0.6944463622982392	8.427823077715461E-30	9.112637726150635E-30	1.7540460803866096E-29	1.902661321761861E-30
0.6944463622982392	8.427823077715461E-30	9.112637726150635E-30	1.7540460803866096E-29	1.902661321761861E-30
0.6944463622982392	8.427823077715461E-30	9.112637726150635E-30	1.7540460803866096E-29	1.902661321761861E-30

#Absolute change in energy: 8.14241803866093E-31J
#Percentage change: 4.868056575524289%
#Absolute change in angular momentum: 1.5649676946698896E-31kgm^2s^-1
#Percentage change: 8.962315107205406%
