# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 10 
# Magnetic field?      true
# Failing field?       false
# Point charge?        false
# Electric field?      true
# Magnetic strength  : 1.0E-6T 
# Electric strength  : 1.0E-6NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : 3
# Time-step          : 1.0E-5s 
# Number of Turns    : 10.0
# Number of particles: 10
# Spread in x        : 0.10439684858214947m 
# Spread in y        : 0.10439684858214947m 
# Spread in z        : 0.10439684858214947m 
# Intial average v   : 1000.0ms^-1 
# Intial v_sigma     : 0.01ms^-1 
# ----------------------------- 
x 	 y 	 z 
19.829427292932515	-4.770792994545602	-0.024257438578615412
21.102712093716868	0.16320177935403912	-0.024257438578615412
0.6073463826711323	4.538910970453721	-0.024257438578615412
-0.5201228885617256	0.013514780988430064	-0.024257438578615412
-0.6469825180390999	-0.4454946043913429	-0.024257438578615412
20.352131633614217	-5.156416748128816	-0.024257438578615412
21.74772335548958	-0.3120752260835147	-0.024257438578615412
21.89216097860455	-0.14500541919174278	-0.024257438578615412
22.035472476472407	-0.07285464777753972	-0.024257438578615412
22.17950073978002	-0.09926969981631678	-0.024257438578615412
22.323357039219985	-0.23923777174861793	-0.024257438578615412
22.463468886076306	-0.48545078094639865	-0.024257438578615412
-0.44321531943957143	-5.592297686647203	-0.024257438578615412
-1.9563663031397156	-0.11805921044563722	-0.024257438578615412
-2.102380830949101	0.45378688837425485	-0.024257438578615412
23.1168172803377	0.2780359993408226	-0.024257438578615412
23.08849582289078	-2.1867490836594086	-0.024257438578615412
-2.6193711393532997	0.04066478752126862	-0.024257438578615412
23.63124585829695	0.3500596778045128	-0.024257438578615412
1.1494188852298786	-9.66182370704075	-0.024257438578615412
6.1430328138379	12.893765140767725	-0.024257438578615412
17.803078938426633	-11.600379239034176	-0.024257438578615412
12.43563160669882	13.819069769321395	-0.024257438578615412
-3.7323429642643013	-0.45968651816682765	-0.024257438578615412
-3.7835996925801654	0.01708118788661039	-0.024257438578615412
24.771178340350026	0.08618933624383696	-0.024257438578615412
-4.127919959882049	0.43570731648007516	-0.024257438578615412
-4.351063294071309	-0.4043603743003944	-0.024257438578615412
25.390855903121796	-0.3992746347012277	-0.024257438578615412
25.624969231200364	0.14864646961824188	-0.024257438578615412
25.247937625544008	4.301568068123866	-0.024257438578615412
5.567252772193028	14.902750264843775	-0.024257438578615412
-2.7004019991568753	8.989446733969546	-0.024257438578615412
0.2817005088844661	12.57317374237391	-0.024257438578615412
20.407143787262697	13.015874537946187	-0.024257438578615412
27.07235473290146	0.2816547177848267	-0.024257438578615412
27.326657929604217	-0.2685538718001839	-0.024257438578615412
-5.809806342544444	-5.667329125121196	-0.024257438578615412
-7.036287398469987	0.33568451299660457	-0.024257438578615412
28.16673490690099	0.17207209265935539	-0.024257438578615412
-7.622466552899773	-0.4844545646768286	-0.024257438578615412
25.252243200754265	10.801244972636347	-0.024257438578615412
-6.507396919379585	-7.830558465898192	-0.024257438578615412
29.38401844435269	0.3475503179331838	-0.024257438578615412
-8.81089911471212	0.01948970539250373	-0.024257438578615412
-8.868835442298433	0.1008164057195121	-0.024257438578615412
18.074595149145463	-18.054657713161692	-0.024257438578615412
30.38519897733761	0.056801092055605566	-0.024257438578615412
24.892614828962554	14.277458382746284	-0.024257438578615412
-7.747691231089819	9.886100994216006	-0.024257438578615412
-10.626058872367892	0.4686949665650397	-0.024257438578615412
-10.93774087528326	1.8338906630627876	-0.024257438578615412
7.6147905977586365	21.66765466875124	-0.024257438578615412
32.669245069323324	0.3539093588185706	-0.024257438578615412
33.07376762331442	-0.4104079403608287	-0.024257438578615412
-12.686858027673324	-0.30585822824886155	-0.024257438578615412
19.46938543013175	21.751041847764796	-0.024257438578615412
21.92060069244302	-21.0588068784564	-0.024257438578615412
1.4619894642857123	22.79251061077629	-0.024257438578615412
-7.816832491170371	-17.058229875477195	-0.024257438578615412
35.89608050652071	0.11582060059186639	-0.024257438578615412
-15.562959979805814	0.022710947005439935	-0.024257438578615412
-6.563281429104305	19.687480433863513	-0.024257438578615412
-16.11497303844245	0.055103662361616096	-0.024257438578615412
-16.67607565978348	-0.35106395812662566	-0.024257438578615412
-17.24999767420675	-0.45960779859048695	-0.024257438578615412
-17.84057936310626	-0.25104576694381725	-0.024257438578615412
-18.440991914003305	0.26765027507349193	-0.024257438578615412
23.541620843461704	26.431619446931855	-0.024257438578615412
40.55951062345018	-0.35778501031572185	-0.024257438578615412
-20.411325802726893	-0.13108557682962255	-0.024257438578615412
41.948394178818035	0.23511190023420797	-0.024257438578615412
-21.830896189280917	0.0338105115971722	-0.024257438578615412
42.668626896623	-6.916048477760163	-0.024257438578615412
44.14710852916937	1.9143411499841605	-0.024257438578615412
-5.963883906131975	30.452236451190966	-0.024257438578615412
-24.656358959875202	0.027012235508961646	-0.024257438578615412
-24.756591411081132	3.9382507578543313	-0.024257438578615412
-25.678790648214573	3.364970841366197	-0.024257438578615412
0.7276582344571612	35.878327621252325	-0.024257438578615412
48.50679031185903	0.271105383990027	-0.024257438578615412
19.88196745948143	-37.864700325368936	-0.024257438578615412
-29.601301636881427	0.45855523052660807	-0.024257438578615412
51.46994131423773	-0.5121537549278411	-0.024257438578615412
-13.131862400523808	34.94870220468674	-0.024257438578615412
-29.15773125113484	-17.454692347273266	-0.024257438578615412
45.84071723844815	-26.755046312402428	-0.024257438578615412
56.01525942680533	-0.25328367367822946	-0.024257438578615412
57.26308911490472	-0.07135613942767743	-0.024257438578615412
