# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 1 
# Magnetic field?      true
# Failing field?       false
# Point charge?        false
# Electric field?      false
# Magnetic strength  : 1.0E-7T 
# Electric strength  : 1.0E-7NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : Runge-Kutta-Fehlbergy
# Time-step          : 1.0E-5s 
# Number of Turns    : 1.0
# Number of particles: 1
# Spread in x        : 0.0m 
# Spread in y        : 0.0m 
# Spread in z        : 0.0m 
# Intial average v   : 0.1ms^-1 
# Intial v_sigma     : 0.0ms^-1 
# ----------------------------- 
x 	 y 	 z 
5.901540470100723E-11	1.0003916088452525E-6	0.0
3.308072479522766E-10	2.4833612365594185E-6	0.0
1.138721272390954E-9	4.6816991152392765E-6	0.0
3.226370321857031E-9	7.940490512932333E-6	0.0
8.276845043398761E-9	1.2771284567899864E-5	0.0
2.0061356841566826E-8	1.9932391087938525E-5	0.0
4.6974733019709537E-8	3.054790345199952E-5	0.0
1.0762387864620824E-7	4.628410997048048E-5	0.0
2.43132674617112E-7	6.961091616721922E-5	0.0
5.442155338383307E-7	1.0418908684250907E-4	0.0
1.2107098378980484E-6	1.5544335140379607E-4	0.0
2.6824005231550835E-6	2.3140891099312252E-4	0.0
5.926247184886516E-6	3.4397633523026587E-4	0.0
1.3065916285279985E-5	5.107046329504929E-4	0.0
2.8756677060610573E-5	7.574042250884568E-4	0.0
6.316536588138401E-5	0.0011216298368764382	0.0
1.3832346789384719E-4	0.001656798475996951	0.0
3.011984278535313E-4	0.0024350737861884436	0.0
6.486267365600359E-4	0.0035425708596342996	0.0
0.0013677645431829219	0.005050117154464925	0.0
0.0027801533730486957	0.006928042632707489	0.0
0.0053307859511530645	0.008871611446246421	0.0
0.009382931592408508	0.010062283871411094	0.0
0.01464573531383602	0.009095238186856966	0.0
0.019375069185401727	0.004636879521455026	0.0
0.020427540557613234	-0.0028304033496210556	0.0
0.015570672934720739	-0.009627661383519039	0.0
0.006759628591455565	-0.01080313006097494	0.0
-1.4564379830497246E-4	-0.004730039325733713	0.0
8.021521815873654E-5	0.004624422083890613	0.0
8.021521815873654E-5	0.004624422083890613	0.0
