# EMSIM OUTPUT FILE 
# PARAMETERS OF SIMULATION RUN 
# ---------------------------- 
# Mode               : 8 
# Magnetic field?      true
# Failing field?       false
# Point charge?        false
# Electric field?      true
# Magnetic strength  : 1.0E-7T 
# Electric strength  : 1.0E-7NC^-1 
# Phase              : 1.5707963267948966
# Algorithm          : 3
# Time-step          : 1.0E-4s 
# Number of Turns    : 100.0
# Number of particles: 100
# Spread in x        : 0.0m 
# Spread in y        : 1.2589254117941673E-8m 
# Spread in z        : 0.0m 
# Intial average v   : 1000.0ms^-1 
# Intial v_sigma     : 10.0ms^-1 
# ----------------------------- 
y_spread 	 delta_KE 
1.2589254117941673E-8	88.03752545138944
1.5848931924611136E-8	88.04493018617664
1.9952623149688796E-8	88.03193593575256
2.51188643150958E-8	88.03478383553238
3.16227766016838E-8	88.0371782552161
3.981071705534973E-8	88.03858459358015
5.0118723362727236E-8	88.04180660151555
6.309573444801934E-8	88.0436253630182
7.943282347242815E-8	88.04449192568907
1.0E-7	88.0480777466165
1.2589254117941675E-7	88.03820536405121
1.584893192461114E-7	88.04488709539457
1.9952623149688798E-7	88.03787465779293
2.511886431509581E-7	88.03050090778244
3.162277660168379E-7	88.03742348528368
3.9810717055349735E-7	88.0282096387056
5.011872336272725E-7	88.04046197177159
6.309573444801933E-7	88.03285913689719
7.943282347242817E-7	88.03038977352803
1.0E-6	88.03476576671963
1.2589254117941676E-6	88.03541143910935
1.5848931924611143E-6	88.03484947504634
1.995262314968881E-6	88.044806529295
2.5118864315095823E-6	88.02388347712278
3.1622776601683796E-6	88.02856098192574
3.981071705534973E-6	88.0440272104884
5.011872336272725E-6	88.03268678062553
6.309573444801937E-6	88.03015423504664
7.943282347242822E-6	88.03236904539853
1.0E-5	88.02716405935269
1.2589254117941676E-5	88.0325944921759
1.584893192461114E-5	88.03055127670969
1.995262314968881E-5	88.0344673427868
2.5118864315095822E-5	88.03727018591455
3.1622776601683795E-5	88.03677693163135
3.9810717055349735E-5	88.03450018275603
5.011872336272725E-5	88.02583745925645
6.309573444801936E-5	88.03981911690721
7.943282347242822E-5	88.03682190373355
1.0E-4	88.03654668384617
1.2589254117941688E-4	88.03906290261241
1.5848931924611142E-4	88.02697703377879
1.995262314968879E-4	88.0279020138133
2.511886431509582E-4	88.03605921718767
3.1622776601683794E-4	88.03694583475213
3.9810717055349773E-4	88.03174221258135
5.011872336272725E-4	88.0400661337117
6.309573444801943E-4	88.04266746770618
7.943282347242821E-4	88.0266293932022
0.001	88.04120390154296
0.0012589254117941688	88.03710069815016
0.001584893192461114	88.03639800493093
0.0019952623149688833	88.03163564367443
0.002511886431509582	88.03927299568166
0.003162277660168379	88.03491450173968
0.003981071705534978	88.0391042653393
0.005011872336272725	88.03156301531466
0.006309573444801942	88.02855027390918
0.007943282347242822	88.0408624359312
0.01	88.04634957812185
0.012589254117941687	88.03383734184648
0.01584893192461114	88.03034957912121
0.01995262314968883	88.03394099959282
0.025118864315095822	88.04219751368994
0.0316227766016838	88.02669534409385
0.039810717055349776	88.03999569823019
0.05011872336272725	88.0382630883185
0.06309573444801943	88.03010128353435
0.07943282347242822	88.02975262436564
0.1	88.0267544430981
